16;98.822;99.664;100.650;0.380 ms
17;98.811;99.792;100.684;0.391 ms
18;98.986;99.989;100.827;0.433 ms
19;98.846;100.003;107.752;0.992 ms
20;98.761;99.892;100.804;0.441 ms
21;98.772;99.729;100.749;0.427 ms
22;98.788;99.790;100.580;0.407 ms
23;98.967;99.710;101.022;0.353 ms
24;99.035;99.865;100.684;0.328 ms
25;98.966;99.789;101.045;0.330 ms
26;98.781;99.880;104.180;0.603 ms
27;99.297;100.969;102.204;0.587 ms
28;98.942;100.072;111.478;1.450 ms
29;98.842;99.824;100.794;0.419 ms
30;99.083;99.882;102.229;0.443 ms
31;98.939;99.968;100.826;0.344 ms
32;98.832;99.810;100.651;0.411 ms
33;99.039;99.869;101.728;0.381 ms
34;99.248;100.240;125.058;2.902 ms
35;99.056;99.887;100.745;0.418 ms
36;98.976;99.913;100.639;0.370 ms
37;98.777;99.822;100.666;0.416 ms
38;98.822;99.883;100.573;0.379 ms
39;98.919;99.856;100.541;0.368 ms
40;99.012;99.983;100.743;0.408 ms
41;99.067;99.942;100.742;0.380 ms
42;98.900;99.934;100.611;0.355 ms
43;98.874;99.918;100.834;0.420 ms
44;98.873;100.053;102.583;0.542 ms
45;98.976;100.168;102.855;0.584 ms
46;98.862;99.965;100.707;0.425 ms
47;98.904;99.912;100.614;0.427 ms
48;99.010;99.913;100.557;0.389 ms
49;99.036;100.093;100.878;0.370 ms
50;98.833;99.937;100.826;0.435 ms
51;99.158;99.995;100.750;0.321 ms
52;98.866;99.994;100.815;0.370 ms
53;99.009;99.987;100.902;0.397 ms
54;98.907;100.014;100.936;0.434 ms
55;99.140;100.053;100.859;0.361 ms
56;98.947;99.927;100.710;0.420 ms
57;98.907;99.970;101.860;0.542 ms
58;99.008;100.030;100.617;0.362 ms
59;98.927;99.950;100.676;0.414 ms
60;98.935;99.979;100.729;0.392 ms
61;98.865;100.665;116.698;2.493 ms
62;98.803;100.089;105.400;0.935 ms
63;98.955;99.923;100.777;0.432 ms
64;98.917;100.799;119.242;3.668 ms
65;98.996;100.085;105.552;0.758 ms
66;98.933;99.995;100.656;0.421 ms
67;98.820;99.885;100.686;0.473 ms
68;98.841;99.963;100.875;0.427 ms
69;98.808;100.005;102.967;0.571 ms
70;98.949;100.003;100.682;0.367 ms
71;98.912;100.732;106.569;1.805 ms
72;98.777;106.191;134.351;9.989 ms
73;98.817;100.387;105.532;1.422 ms
74;98.881;107.985;134.914;10.219 ms
75;99.058;101.598;111.999;3.039 ms
76;98.841;101.425;110.078;2.460 ms
77;98.797;102.493;124.665;4.890 ms
78;98.855;101.082;107.023;1.853 ms
79;98.758;100.260;105.398;1.356 ms
80;98.759;100.298;106.275;1.278 ms
81;98.824;99.857;102.531;0.811 ms
82;99.081;100.134;105.964;0.792 ms
83;98.897;100.092;100.687;0.416 ms
84;98.791;100.112;100.878;0.399 ms
85;98.951;100.060;100.813;0.394 ms
86;98.972;100.303;118.187;2.119 ms
87;98.790;100.062;100.749;0.438 ms
88;98.688;100.092;104.162;0.648 ms
89;98.886;100.419;122.389;2.588 ms
90;99.182;100.127;100.890;0.395 ms
91;99.178;100.182;100.834;0.417 ms
92;98.937;100.000;100.727;0.458 ms
93;99.012;100.020;100.779;0.455 ms
94;99.045;100.190;100.820;0.371 ms
95;98.986;100.156;100.772;0.375 ms
96;99.008;100.129;100.751;0.382 ms
97;98.875;100.178;100.794;0.427 ms
98;98.817;100.160;101.011;0.409 ms
99;98.953;100.117;100.697;0.381 ms
