16;29.496;30.296;31.443;0.374 ms
21;29.434;30.464;31.162;0.433 ms
26;29.521;30.999;61.740;4.405 ms
31;29.501;30.373;31.357;0.469 ms
36;29.438;30.330;31.372;0.510 ms
41;29.426;30.434;31.251;0.458 ms
46;29.670;30.842;47.573;2.426 ms
51;29.519;30.600;31.263;0.367 ms
56;29.586;30.446;31.352;0.456 ms
61;29.511;30.516;31.365;0.429 ms
66;29.619;30.652;31.456;0.432 ms
71;29.578;30.484;31.304;0.411 ms
76;29.734;30.627;31.152;0.433 ms
81;29.434;30.732;31.437;0.438 ms
86;29.628;30.614;31.446;0.452 ms
91;29.626;30.625;31.666;0.470 ms
96;29.590;30.691;34.519;0.705 ms
101;29.457;30.734;31.212;0.426 ms
106;29.531;30.705;31.207;0.360 ms
111;29.458;30.595;31.543;0.508 ms
116;29.644;30.778;31.401;0.388 ms
121;29.561;30.831;31.310;0.419 ms
126;29.626;30.818;31.518;0.400 ms
131;29.550;30.798;31.243;0.408 ms
136;29.576;30.836;31.270;0.394 ms
141;30.149;30.943;31.736;0.377 ms
146;29.646;30.645;31.374;0.426 ms
151;29.454;30.619;31.423;0.495 ms
156;29.625;30.678;31.473;0.463 ms
161;29.629;30.824;31.391;0.361 ms
166;29.832;31.244;49.752;2.662 ms
171;29.645;30.780;31.377;0.400 ms
176;29.576;30.965;31.390;0.334 ms
181;29.640;30.833;31.581;0.456 ms
186;29.587;30.769;31.497;0.504 ms
191;29.613;30.758;31.394;0.521 ms
196;29.450;31.221;57.383;3.777 ms
201;29.762;30.872;31.344;0.335 ms
206;29.561;30.830;31.425;0.410 ms
211;29.720;30.854;31.352;0.357 ms
216;29.994;30.988;31.433;0.257 ms
221;30.307;31.048;31.404;0.217 ms
226;29.808;30.868;31.523;0.374 ms
231;29.495;30.833;31.451;0.471 ms
236;29.655;30.920;42.289;1.701 ms
241;29.565;30.743;31.600;0.431 ms
246;29.513;30.708;31.420;0.501 ms
251;29.891;30.999;31.745;0.363 ms
256;30.112;30.975;31.620;0.275 ms
261;29.694;30.956;31.600;0.334 ms
266;29.439;30.976;31.536;0.355 ms
271;30.039;30.930;31.600;0.305 ms
276;30.038;31.059;31.408;0.290 ms
281;29.859;30.889;31.536;0.407 ms
286;29.622;30.977;31.680;0.375 ms
291;29.626;30.886;31.407;0.383 ms
296;30.450;31.012;31.614;0.209 ms
301;29.690;30.937;31.451;0.388 ms
306;29.751;31.385;47.920;2.386 ms
311;29.730;30.952;31.502;0.394 ms
316;29.541;31.023;31.811;0.347 ms
321;29.552;30.973;31.427;0.345 ms
326;29.535;30.739;31.692;0.531 ms
331;29.641;31.002;31.490;0.343 ms
336;29.589;30.981;31.497;0.322 ms
341;29.743;31.013;32.285;0.467 ms
346;29.690;30.683;31.865;0.504 ms
351;29.664;31.365;48.661;2.492 ms
356;29.899;30.985;31.460;0.282 ms
361;29.706;30.981;31.344;0.334 ms
366;29.552;30.939;45.990;2.217 ms
371;30.043;30.788;31.489;0.345 ms
376;29.939;31.005;31.552;0.288 ms
381;29.821;31.584;54.642;3.319 ms
386;29.855;31.284;31.775;0.265 ms
391;29.809;30.775;31.540;0.519 ms
396;30.329;31.216;31.560;0.258 ms
401;30.125;31.759;56.711;3.576 ms
406;30.308;31.264;31.957;0.259 ms
411;29.952;31.108;31.684;0.367 ms
416;29.703;30.943;31.449;0.378 ms
421;29.656;30.998;32.127;0.425 ms
426;29.762;30.993;31.720;0.391 ms
431;29.666;31.083;31.504;0.289 ms
436;29.688;30.757;31.441;0.453 ms
441;29.690;30.771;31.378;0.413 ms
446;29.575;30.779;31.288;0.426 ms
451;29.562;30.989;31.464;0.329 ms
456;30.088;31.103;31.812;0.250 ms
461;30.505;31.115;31.545;0.175 ms
466;29.656;31.043;31.558;0.327 ms
471;29.536;31.111;32.111;0.337 ms
476;29.833;30.980;31.890;0.334 ms
481;29.792;31.150;31.536;0.243 ms
486;30.017;31.240;39.414;1.205 ms
491;30.095;31.123;31.565;0.247 ms
496;30.038;31.109;31.473;0.254 ms
501;29.833;31.083;31.456;0.312 ms
506;29.534;31.009;31.539;0.376 ms
511;29.949;31.486;32.922;0.572 ms
516;29.652;31.150;32.355;0.543 ms
521;30.347;31.202;32.343;0.444 ms
526;29.672;31.209;32.329;0.464 ms
531;29.688;31.012;31.586;0.431 ms
536;29.840;31.369;32.605;0.488 ms
541;29.694;30.935;31.634;0.480 ms
546;30.088;31.147;32.169;0.341 ms
551;30.079;31.182;31.832;0.348 ms
556;30.370;32.081;66.515;4.939 ms
561;29.779;31.250;31.711;0.374 ms
566;29.983;31.241;31.785;0.425 ms
571;29.699;31.281;31.755;0.346 ms
576;31.021;31.380;31.660;0.165 ms
581;29.965;31.374;31.966;0.277 ms
586;30.722;31.330;31.739;0.208 ms
591;30.395;31.355;32.056;0.295 ms
596;30.676;31.308;31.606;0.178 ms
601;30.333;31.341;31.802;0.258 ms
606;31.000;31.382;31.733;0.173 ms
611;30.836;31.347;31.694;0.209 ms
616;30.542;31.377;31.695;0.205 ms
621;29.940;31.530;39.624;1.191 ms
626;30.120;31.410;32.243;0.298 ms
631;29.819;31.223;32.240;0.443 ms
636;29.848;31.313;31.985;0.368 ms
641;29.628;31.285;31.717;0.292 ms
646;29.984;31.169;31.650;0.270 ms
651;30.766;31.224;31.913;0.215 ms
656;30.763;31.202;31.689;0.174 ms
661;29.854;31.491;32.538;0.461 ms
666;29.761;31.373;32.592;0.401 ms
671;30.974;31.562;32.681;0.426 ms
676;30.123;31.497;32.897;0.614 ms
681;30.874;31.625;40.052;1.236 ms
686;30.067;31.376;32.154;0.315 ms
691;30.101;31.312;31.915;0.293 ms
696;30.961;31.319;31.676;0.167 ms
701;30.277;31.272;36.630;0.840 ms
706;29.667;30.953;31.697;0.379 ms
711;30.276;31.091;31.731;0.292 ms
716;29.677;31.204;31.685;0.283 ms
721;30.661;31.711;53.992;3.189 ms
726;29.841;30.998;31.638;0.427 ms
731;30.463;31.199;31.544;0.196 ms
736;29.912;31.151;31.630;0.287 ms
741;30.167;31.206;31.721;0.265 ms
746;30.906;31.282;31.803;0.194 ms
751;29.716;31.353;41.517;1.476 ms
756;30.335;31.283;31.732;0.282 ms
761;29.761;31.322;31.751;0.418 ms
766;30.968;31.503;31.982;0.205 ms
771;30.088;31.407;31.808;0.264 ms
776;29.852;31.445;31.957;0.336 ms
781;30.351;31.397;31.797;0.237 ms
786;30.056;31.372;32.070;0.382 ms
791;30.707;31.418;31.807;0.204 ms
796;30.373;31.510;36.520;0.760 ms
801;29.614;31.252;31.671;0.284 ms
806;30.412;31.293;32.064;0.231 ms
811;30.693;31.406;37.541;0.905 ms
816;29.633;31.143;31.711;0.378 ms
821;29.636;31.040;31.726;0.482 ms
826;30.787;31.262;31.727;0.211 ms
831;30.946;31.227;31.671;0.150 ms
836;29.803;31.087;31.567;0.385 ms
841;29.717;31.102;31.539;0.374 ms
846;29.957;31.169;31.702;0.308 ms
851;30.922;31.281;31.769;0.188 ms
856;30.926;31.619;48.190;2.373 ms
861;30.526;31.276;31.683;0.197 ms
866;30.820;31.299;31.751;0.193 ms
871;30.291;31.138;31.691;0.275 ms
876;30.767;31.234;31.619;0.163 ms
881;29.710;31.217;31.776;0.286 ms
886;30.336;31.244;31.661;0.234 ms
891;29.957;31.135;31.642;0.306 ms
896;30.157;31.215;31.669;0.258 ms
901;29.931;31.198;31.711;0.363 ms
906;30.145;31.158;31.593;0.293 ms
911;30.239;31.240;33.678;0.459 ms
916;30.902;31.230;31.520;0.148 ms
921;30.784;31.268;31.674;0.178 ms
926;30.765;31.251;31.569;0.184 ms
