16;29.513;30.416;31.481;0.390 ms
17;29.436;30.406;31.278;0.398 ms
18;29.405;30.452;34.471;0.637 ms
19;29.436;30.365;31.346;0.355 ms
20;29.499;30.488;31.498;0.393 ms
21;29.526;30.418;31.255;0.400 ms
22;29.498;30.430;31.198;0.427 ms
23;29.570;30.654;38.216;0.862 ms
24;29.459;30.627;36.765;0.781 ms
25;29.820;30.661;31.559;0.341 ms
26;29.836;30.776;31.594;0.298 ms
27;29.661;30.629;31.269;0.390 ms
28;29.923;30.590;31.585;0.314 ms
29;29.497;30.528;31.984;0.363 ms
30;29.441;30.518;31.428;0.338 ms
31;29.465;30.473;31.150;0.347 ms
32;29.599;30.616;31.403;0.327 ms
33;29.521;30.556;31.441;0.365 ms
34;29.570;30.530;31.463;0.360 ms
35;29.788;30.604;31.439;0.338 ms
36;29.667;30.609;31.220;0.309 ms
37;29.471;30.590;31.239;0.272 ms
38;29.961;30.598;31.260;0.235 ms
39;29.810;30.637;31.241;0.250 ms
40;29.455;30.611;31.296;0.362 ms
41;29.871;30.691;31.618;0.319 ms
42;29.996;30.816;31.345;0.290 ms
43;29.919;30.772;31.356;0.317 ms
44;29.581;30.784;31.632;0.372 ms
45;29.694;30.803;31.445;0.302 ms
46;29.959;30.668;31.161;0.249 ms
47;29.726;30.712;31.397;0.272 ms
48;29.761;30.654;31.593;0.297 ms
49;29.506;30.606;31.273;0.309 ms
50;29.800;30.716;31.426;0.294 ms
51;29.441;30.714;37.879;0.809 ms
52;29.696;30.627;31.377;0.306 ms
53;29.734;30.689;33.199;0.410 ms
54;29.632;30.761;32.303;0.448 ms
55;29.980;30.800;32.887;0.367 ms
56;29.512;30.540;31.482;0.474 ms
57;29.535;30.553;31.481;0.444 ms
58;29.539;30.688;31.259;0.309 ms
59;29.702;30.826;31.284;0.322 ms
60;29.773;30.787;31.535;0.406 ms
61;29.866;30.904;31.388;0.270 ms
62;29.720;30.883;31.583;0.308 ms
63;29.837;30.915;31.429;0.323 ms
64;29.704;30.990;31.501;0.317 ms
65;29.764;30.922;31.547;0.344 ms
66;29.824;30.932;31.439;0.318 ms
67;29.769;30.889;31.412;0.288 ms
68;29.839;30.911;31.944;0.347 ms
69;29.760;30.968;31.544;0.362 ms
70;29.844;31.020;31.534;0.333 ms
71;29.947;30.936;31.456;0.329 ms
72;29.830;30.931;31.929;0.393 ms
73;29.615;31.097;38.306;0.778 ms
74;29.784;30.935;31.658;0.374 ms
75;29.944;30.943;31.461;0.276 ms
76;29.844;30.809;31.673;0.397 ms
77;30.111;30.972;31.633;0.260 ms
78;29.655;30.934;31.795;0.373 ms
79;29.900;30.925;31.635;0.347 ms
80;29.468;30.717;31.276;0.429 ms
81;29.554;30.782;31.307;0.393 ms
82;29.762;30.814;31.426;0.312 ms
83;29.507;30.700;31.435;0.471 ms
84;29.573;30.640;31.401;0.487 ms
85;29.604;30.777;31.478;0.368 ms
86;29.512;30.819;32.273;0.398 ms
87;29.656;30.786;31.341;0.362 ms
88;29.640;30.818;31.406;0.327 ms
89;29.691;30.768;31.340;0.385 ms
90;29.546;30.708;31.398;0.436 ms
91;29.551;30.948;38.351;0.822 ms
92;30.074;30.908;34.664;0.454 ms
93;29.568;30.858;31.472;0.451 ms
94;29.816;30.784;31.421;0.322 ms
95;29.502;30.750;31.379;0.439 ms
96;29.628;30.821;31.633;0.341 ms
97;29.638;30.758;31.768;0.438 ms
98;29.611;30.676;31.467;0.445 ms
99;29.539;30.844;33.460;0.482 ms
100;29.717;30.854;31.512;0.321 ms
101;29.621;30.779;31.719;0.509 ms
102;30.076;31.076;31.557;0.275 ms
103;30.402;31.125;31.548;0.232 ms
104;29.648;30.848;31.570;0.488 ms
105;29.785;30.936;31.724;0.425 ms
106;29.934;31.086;31.650;0.256 ms
107;29.927;31.055;31.521;0.280 ms
108;29.992;31.037;31.697;0.317 ms
109;29.720;31.092;31.579;0.271 ms
110;29.882;31.157;31.578;0.271 ms
111;29.712;31.105;31.971;0.369 ms
112;29.922;31.068;31.863;0.382 ms
113;29.731;30.850;31.859;0.509 ms
114;29.712;30.933;31.926;0.493 ms
115;29.724;30.966;31.726;0.451 ms
116;29.769;31.123;31.894;0.323 ms
117;29.726;30.986;31.659;0.422 ms
118;30.248;31.153;32.194;0.226 ms
119;29.876;31.131;32.105;0.285 ms
120;30.217;31.104;31.662;0.249 ms
121;29.671;30.975;31.713;0.414 ms
122;29.685;30.974;31.580;0.427 ms
123;29.808;31.077;34.228;0.476 ms
124;29.729;31.103;31.674;0.295 ms
125;29.801;31.065;31.627;0.286 ms
126;30.393;31.133;31.599;0.206 ms
127;29.774;31.049;31.704;0.363 ms
128;29.786;31.125;31.727;0.316 ms
129;29.803;31.034;31.774;0.378 ms
130;29.986;31.130;31.604;0.246 ms
131;30.312;31.191;34.604;0.391 ms
132;29.537;30.947;31.388;0.322 ms
133;29.474;30.687;31.385;0.457 ms
134;29.617;30.895;31.282;0.341 ms
135;29.655;30.897;31.628;0.388 ms
136;29.747;30.943;31.503;0.326 ms
137;29.588;30.951;31.385;0.242 ms
138;29.557;30.950;33.028;0.373 ms
139;29.724;30.919;31.656;0.299 ms
140;29.692;30.657;31.748;0.440 ms
141;29.575;30.685;31.448;0.460 ms
142;29.910;30.921;31.322;0.306 ms
143;29.626;30.941;37.286;0.771 ms
144;30.208;31.061;31.443;0.211 ms
145;29.545;31.021;31.782;0.350 ms
146;29.767;30.893;31.647;0.362 ms
147;29.608;30.936;31.480;0.326 ms
148;29.652;30.887;31.556;0.358 ms
149;29.689;30.964;31.501;0.331 ms
150;29.555;30.877;31.576;0.454 ms
151;29.496;30.693;31.516;0.499 ms
152;29.614;30.786;31.486;0.440 ms
153;29.649;30.807;31.652;0.451 ms
154;29.631;30.849;31.412;0.407 ms
155;29.740;30.971;31.533;0.335 ms
156;29.629;30.928;31.564;0.326 ms
157;29.571;30.886;31.618;0.436 ms
158;29.632;30.848;31.409;0.415 ms
159;30.057;30.936;31.564;0.319 ms
160;29.848;30.943;31.595;0.288 ms
161;29.777;30.953;32.071;0.349 ms
162;29.640;30.862;31.437;0.382 ms
163;29.566;30.857;31.624;0.432 ms
164;29.548;30.828;31.537;0.432 ms
165;29.750;30.995;31.509;0.295 ms
166;29.923;30.989;31.414;0.254 ms
167;29.698;30.986;31.597;0.355 ms
168;29.760;31.057;31.645;0.416 ms
169;29.876;31.140;32.018;0.303 ms
170;29.989;31.082;31.716;0.303 ms
171;29.838;31.133;31.688;0.270 ms
