164;161.241;162.453;163.260;0.474 
165;161.452;162.562;163.380;0.440 
166;161.291;162.570;163.226;0.450 
167;161.344;162.638;163.347;0.440 
168;161.300;162.607;166.188;0.590 
169;161.410;162.892;174.213;1.094 
170;161.454;162.724;164.387;0.452 
171;161.240;162.590;169.919;0.738 
172;161.280;162.619;169.245;0.794 
173;161.337;162.573;163.178;0.437 
174;161.372;162.554;164.326;0.463 
175;161.466;162.610;163.295;0.391 
176;161.383;162.604;163.322;0.409 
177;161.420;162.776;163.485;0.449 
178;161.383;162.701;163.575;0.492 
179;161.262;162.566;163.331;0.439 
180;161.278;162.521;163.410;0.447 
181;161.424;162.625;168.110;0.643 
182;161.359;162.507;163.677;0.536 
183;161.302;162.544;163.535;0.548 
184;161.356;162.611;163.134;0.457 
185;161.382;162.567;163.314;0.464 
186;161.308;162.622;163.517;0.399 
187;161.328;162.596;163.264;0.452 
188;161.231;162.575;163.370;0.475 
189;161.315;162.687;168.005;0.621 
190;161.331;162.604;163.237;0.483 
191;161.314;162.697;163.449;0.482 
192;161.361;162.597;163.192;0.466 
193;161.286;162.744;170.531;0.984 
194;161.314;162.580;163.345;0.479 
195;161.304;162.624;184.624;1.875 
196;161.315;162.577;163.277;0.436 
197;161.313;162.997;190.180;2.997 
198;161.334;162.542;163.433;0.480 
199;161.340;162.621;163.167;0.425 
200;161.375;162.714;163.561;0.428 
201;161.272;162.624;166.448;0.601 
202;161.267;162.581;163.346;0.461 
203;161.307;162.596;165.220;0.506 
204;161.273;162.522;163.371;0.524 
205;161.297;162.610;164.112;0.490 
206;161.369;162.717;172.570;0.937 
207;161.348;162.714;163.545;0.402 
208;161.397;162.648;163.504;0.488 
209;161.411;162.810;163.673;0.482 
210;161.249;162.696;163.477;0.471 
211;161.396;162.601;163.339;0.462 
212;161.266;162.519;163.173;0.467 
213;161.355;162.742;163.789;0.455 
214;161.425;162.858;164.268;0.477 
215;161.483;162.978;186.739;1.999 
216;161.376;162.606;163.541;0.508 
217;161.338;162.639;163.248;0.461 
218;161.277;162.622;163.327;0.483 
219;161.313;162.852;177.053;1.264 
220;161.428;162.632;163.543;0.491 
221;161.395;162.702;163.355;0.409 
222;161.365;162.655;177.252;1.296 
223;161.492;162.789;163.388;0.423 
224;161.384;162.729;163.515;0.527 
225;161.454;162.787;163.678;0.456 
226;161.399;162.690;163.270;0.439 
227;161.283;162.464;163.356;0.519 
228;161.310;162.738;164.978;0.445 
229;161.328;162.823;172.760;1.161 
230;161.363;162.636;170.917;1.014 
231;161.210;162.741;177.123;1.473 
232;161.230;162.708;168.680;0.890 
233;161.300;162.600;163.303;0.480 
234;161.244;162.618;164.463;0.518 
235;161.279;162.650;163.247;0.448 
236;161.274;162.648;163.278;0.502 
237;161.338;162.646;165.380;0.508 
238;161.379;162.735;163.465;0.358 
239;161.407;162.720;163.500;0.473 
240;161.353;162.714;163.686;0.486 
241;161.279;162.547;163.462;0.565 
242;161.337;162.700;163.334;0.440 
243;161.460;162.870;163.534;0.492 
244;161.441;162.715;163.686;0.404 
245;161.299;162.701;163.192;0.417 
246;161.465;162.734;163.318;0.422 
247;161.447;163.022;184.589;1.810 
248;161.259;162.671;163.344;0.441 
249;161.249;162.705;163.508;0.458 
250;161.259;162.705;163.345;0.465 
251;161.332;162.772;166.668;0.553 
252;161.343;162.726;163.270;0.431 
253;161.272;162.742;163.391;0.391 
254;161.323;162.869;163.566;0.409 
255;161.357;162.747;163.527;0.407 
256;161.314;162.666;163.301;0.412 
257;161.282;162.751;163.386;0.357 
258;161.458;162.929;163.690;0.454 
259;161.440;162.842;163.393;0.426 
260;161.457;163.115;187.005;2.722 
261;161.547;162.820;163.518;0.386 
262;161.541;162.881;163.528;0.379 
263;161.396;162.826;163.554;0.360 
264;161.580;162.856;163.225;0.240 
265;161.666;162.881;163.343;0.259 
266;161.348;162.927;163.670;0.410 
267;161.329;162.860;163.471;0.386 
268;161.330;162.760;163.847;0.396 
269;161.657;162.874;163.404;0.273 
270;161.471;162.826;163.469;0.327 
271;161.682;162.942;170.258;0.657 
272;161.447;162.843;163.485;0.357 
273;161.567;162.910;163.608;0.325 
274;161.481;163.041;171.372;0.755 
275;161.428;162.853;163.301;0.309 
276;161.601;162.925;163.477;0.249 
277;161.292;162.907;163.385;0.295 
278;161.665;162.999;163.506;0.313 
279;161.436;162.829;163.373;0.337 
280;161.501;162.836;163.509;0.365 
281;161.671;162.981;170.568;0.687 
282;161.782;163.048;163.617;0.273 
283;161.711;162.967;163.535;0.326 
284;161.704;162.918;163.603;0.279 
285;161.627;162.901;163.393;0.264 
286;161.388;162.959;167.766;0.480 
287;162.117;163.078;163.551;0.233 
288;161.784;163.089;163.489;0.209 
289;161.613;163.066;163.819;0.283 
290;161.927;163.094;163.528;0.225 
291;161.677;163.050;163.697;0.235 
292;161.425;162.805;163.316;0.321 
293;161.566;162.885;163.286;0.252 
294;161.553;162.843;163.283;0.267 
295;161.833;163.095;177.488;1.226 
296;161.641;162.981;163.665;0.344 
297;161.608;162.971;163.662;0.373 
298;161.526;162.989;180.688;1.487 
299;161.550;162.843;163.374;0.293 
300;161.670;162.865;163.508;0.301 
301;161.486;163.023;167.339;0.532 
302;161.754;163.164;178.966;1.336 
303;161.613;163.019;163.699;0.349 
304;161.881;163.110;163.643;0.266 
305;161.956;163.095;163.633;0.261 
306;161.609;163.100;163.994;0.251 
307;162.155;163.186;181.749;1.538 
308;161.796;163.222;175.263;1.236 
309;162.122;163.071;163.770;0.232 
310;161.526;163.007;163.802;0.264 
311;161.513;162.961;175.511;1.058 
312;161.574;162.921;163.341;0.235 
313;161.577;162.903;166.830;0.448 
314;161.642;162.866;163.460;0.323 
315;161.453;162.870;163.388;0.293 
316;161.450;162.829;163.530;0.345 
317;161.475;162.987;163.505;0.335 
318;161.311;162.861;163.509;0.363 
319;161.526;162.838;163.391;0.352 
320;161.421;162.778;163.373;0.375 
321;161.734;163.024;163.679;0.313 
322;161.508;162.859;163.390;0.324 
323;161.755;162.891;163.373;0.326 
324;161.676;162.870;163.386;0.335 
325;161.731;163.214;193.071;2.477 
326;161.596;162.937;163.496;0.322 
327;161.405;162.855;174.456;1.042 
328;161.381;162.827;165.533;0.426 
329;161.438;162.892;163.619;0.380 
330;161.298;162.863;163.539;0.357 
331;161.551;162.980;184.378;1.795 
332;161.415;162.828;165.677;0.436 
333;161.507;162.970;163.529;0.321 
334;161.493;162.925;163.543;0.395 
335;161.521;162.882;163.387;0.339 
336;161.459;162.884;163.587;0.330 
337;161.375;162.877;171.095;0.782 
338;161.537;162.997;163.637;0.355 
339;161.713;163.058;163.854;0.306 
340;161.467;162.959;163.538;0.347 
341;161.546;162.840;163.522;0.346 
342;161.361;162.872;163.480;0.351 
343;161.528;162.928;163.381;0.328 
344;161.453;162.976;163.483;0.299 
345;161.558;162.878;163.395;0.307 
346;161.424;162.820;163.507;0.367 
347;161.390;162.805;163.565;0.460 
348;162.037;163.031;163.571;0.319 
349;161.452;162.694;163.714;0.496 
350;161.321;162.721;163.470;0.400 
351;161.657;162.863;163.507;0.319 
352;161.405;162.937;163.538;0.377 
353;161.665;163.052;163.927;0.391 
354;161.499;163.027;163.637;0.378 
355;161.829;163.007;165.766;0.441 
356;161.510;162.882;163.320;0.318 
357;161.406;162.864;163.345;0.306 
358;161.494;162.879;163.353;0.306 
359;161.498;162.894;163.768;0.352 
360;161.441;162.833;163.363;0.318 
361;161.537;162.825;163.496;0.329 
362;161.373;162.804;165.113;0.451 
363;161.540;162.863;164.972;0.396 
364;161.541;162.772;163.277;0.368 
365;161.499;162.868;163.524;0.391 
366;161.391;162.769;163.297;0.393 
367;161.530;163.088;190.247;2.609 
368;161.274;162.866;163.705;0.380 
369;161.631;163.034;174.517;1.119 
370;161.513;162.832;166.069;0.456 
371;161.368;162.773;163.505;0.418 
372;161.578;163.028;180.915;1.507 
373;161.470;162.950;185.735;1.896 
374;161.484;162.839;171.024;0.751 
375;161.380;162.740;163.318;0.410 
376;161.273;162.651;163.332;0.474 
377;161.466;162.871;182.155;1.637 
378;161.586;162.745;163.503;0.397 
379;161.468;162.822;163.544;0.362 
380;161.459;162.852;163.493;0.349 
381;161.636;162.836;163.366;0.329 
382;161.573;162.857;164.539;0.331 
383;161.417;162.747;163.493;0.374 
384;161.345;162.733;163.478;0.384 
385;161.407;162.783;163.274;0.370 
386;161.320;162.731;163.381;0.448 
387;161.348;162.731;163.266;0.486 
388;161.369;162.740;163.499;0.487 
389;161.464;162.870;163.882;0.446 
390;161.450;162.743;163.586;0.439 
391;161.362;162.785;163.394;0.437 
392;161.371;162.804;163.498;0.420 
393;161.460;162.888;163.659;0.337 
394;161.440;162.738;163.380;0.421 
395;161.324;162.736;163.567;0.467 
396;161.439;162.838;165.678;0.454 
397;161.462;163.121;172.074;0.941 
398;161.350;163.079;165.300;0.721 
399;161.412;162.889;163.515;0.356 
400;161.439;162.892;163.714;0.418 
401;161.371;162.833;163.670;0.421 
402;161.423;162.820;165.203;0.479 
403;161.529;162.901;163.542;0.344 
404;161.613;162.954;163.669;0.399 
405;161.540;163.086;163.768;0.347 
406;161.508;163.047;163.851;0.370 
407;161.341;162.920;163.758;0.494 
408;161.475;162.965;186.078;1.954 
409;161.339;162.911;177.205;1.285 
410;161.535;162.918;163.516;0.468 
411;161.565;163.055;163.773;0.358 
412;161.603;163.095;180.121;1.452 
413;161.528;162.856;163.618;0.510 
414;161.367;162.804;163.770;0.506 
415;161.464;162.636;163.493;0.541 
416;161.305;162.931;183.263;1.771 
417;161.388;162.679;163.578;0.515 
418;161.305;162.671;165.409;0.565 
419;161.302;162.709;165.995;0.579 
420;161.746;162.877;163.388;0.255 
421;161.600;162.882;163.581;0.325 
422;161.315;162.903;163.500;0.331 
423;161.385;162.930;164.037;0.282 
424;161.459;163.049;181.692;1.566 
425;161.714;162.928;163.756;0.293 
426;162.008;162.977;163.503;0.280 
427;161.507;163.115;163.645;0.336 
428;161.561;163.087;188.556;2.115 
429;161.521;162.947;163.829;0.326 
430;161.993;162.994;163.444;0.257 
431;161.435;163.001;163.548;0.344 
432;161.414;162.874;163.465;0.372 
433;161.545;162.927;163.796;0.318 
434;161.531;162.904;165.155;0.407 
435;161.448;162.872;163.484;0.382 
436;161.388;162.985;163.620;0.311 
437;161.461;162.861;165.151;0.472 
438;161.351;163.190;173.131;1.066 
439;161.608;163.037;163.697;0.425 
440;161.679;163.054;164.778;0.396 
441;161.547;162.815;163.533;0.457 
442;161.309;162.728;163.333;0.519 
443;161.350;162.693;163.572;0.536 
444;161.319;162.778;163.598;0.530 
445;161.468;163.070;189.521;2.195 
446;161.338;162.720;163.955;0.543 
447;161.396;162.768;163.682;0.480 
448;161.609;162.996;163.658;0.364 
449;161.528;163.091;163.688;0.312 
450;161.494;162.994;171.169;0.724 
451;161.422;162.929;163.764;0.294 
452;161.490;162.886;163.417;0.340 
453;161.624;163.020;163.595;0.337 
454;161.477;162.895;163.511;0.337 
455;161.871;162.915;166.328;0.397 
456;161.670;162.869;163.379;0.402 
457;161.484;163.052;163.723;0.370 
458;161.571;162.965;163.825;0.278 
459;161.505;162.901;163.373;0.325 
460;161.512;162.899;163.597;0.350 
461;161.650;163.131;163.740;0.252 
462;162.063;163.134;163.845;0.272 
463;161.853;163.120;163.872;0.289 
464;161.549;163.059;166.647;0.468 
465;161.327;162.641;164.952;0.627 
466;161.394;162.898;163.486;0.390 
467;161.424;162.950;163.930;0.321 
468;161.755;163.107;170.629;0.712 
469;161.743;163.006;163.419;0.241 
470;161.641;162.984;164.197;0.333 
471;161.742;162.986;164.845;0.288 
472;161.418;162.904;167.413;0.511 
473;161.548;162.841;163.613;0.390 
474;161.389;162.756;163.384;0.430 
475;161.394;162.914;163.471;0.318 
476;161.459;162.953;163.395;0.255 
477;161.511;162.972;163.544;0.288 
478;161.543;162.974;163.500;0.299 
479;161.572;162.884;164.032;0.285 
480;161.434;162.903;163.385;0.286 
481;161.632;162.958;163.579;0.256 
482;161.268;162.912;163.490;0.319 
483;161.487;162.956;163.994;0.328 
484;161.653;162.935;163.359;0.319 
485;161.318;162.949;163.389;0.294 
486;161.599;162.885;166.244;0.450 
487;161.835;162.949;163.374;0.284 
488;161.587;162.972;167.217;0.434 
489;161.382;162.837;163.908;0.447 
490;161.306;162.696;163.329;0.554 
491;161.392;162.864;163.394;0.367 
492;161.562;162.954;170.097;0.672 
493;161.625;162.943;163.397;0.248 
494;161.574;162.917;163.392;0.286 
495;161.614;162.912;163.372;0.330 
496;161.461;163.050;163.713;0.320 
497;161.596;163.028;163.616;0.317 
498;161.799;163.038;163.728;0.258 
499;161.377;162.812;163.384;0.459 
500;161.851;162.948;163.622;0.277 
501;161.974;163.064;163.762;0.253 
502;162.141;163.124;163.708;0.246 
503;161.524;162.921;163.561;0.343 
504;161.517;162.851;163.641;0.362 
505;161.727;163.069;185.549;1.866 
506;161.803;163.030;183.399;1.691 
507;161.460;162.951;163.611;0.306 
508;161.425;162.961;163.814;0.341 
509;161.469;162.917;165.852;0.418 
510;161.452;162.904;163.521;0.315 
511;161.472;162.941;165.249;0.393 
512;161.473;162.892;163.330;0.347 
513;161.495;162.887;163.466;0.315 
514;161.461;162.856;163.328;0.315 
515;161.458;162.923;163.671;0.288 
516;161.498;162.892;163.396;0.260 
517;161.338;163.341;198.714;3.124 
518;161.466;162.981;163.497;0.301 
519;161.353;162.883;163.370;0.366 
520;161.493;162.861;163.432;0.337 
521;161.285;162.913;163.532;0.334 
522;161.857;162.947;163.380;0.228 
523;161.564;162.948;163.490;0.300 
524;161.484;162.945;163.655;0.310 
525;161.551;162.950;163.514;0.304 
526;161.513;162.952;163.776;0.316 
527;161.628;163.069;172.449;0.842 
528;161.631;162.908;163.389;0.322 
529;161.431;162.892;163.553;0.292 
530;161.475;162.874;163.278;0.261 
531;161.334;162.764;163.490;0.466 
532;161.427;162.906;163.492;0.311 
533;161.603;162.892;163.527;0.331 
534;161.514;162.950;163.518;0.314 
535;161.549;162.966;169.884;0.722 
536;161.367;162.939;163.285;0.296 
537;161.305;162.848;163.343;0.375 
538;161.369;162.945;163.411;0.274 
539;161.846;162.995;163.576;0.216 
540;161.536;162.904;163.438;0.288 
541;161.408;162.973;163.466;0.262 
542;161.692;162.851;163.448;0.339 
543;161.391;162.823;163.281;0.359 
544;161.382;162.944;163.662;0.304 
545;161.394;162.905;163.498;0.289 
546;161.398;162.953;163.342;0.263 
547;161.610;162.939;163.537;0.319 
548;161.450;162.910;163.394;0.320 
549;161.471;162.814;163.586;0.380 
550;161.425;162.953;167.927;0.534 
551;161.517;162.954;177.858;1.261 
552;161.581;162.951;170.880;0.715 
553;161.561;162.862;163.858;0.286 
554;161.673;162.875;163.533;0.316 
555;161.490;162.864;163.554;0.342 
556;161.454;162.848;163.673;0.374 
557;161.309;162.725;166.913;0.584 
558;161.337;162.833;163.631;0.398 
559;161.710;162.957;163.503;0.266 
560;161.897;162.960;163.496;0.270 
561;161.438;162.796;163.415;0.396 
562;161.377;162.924;163.330;0.294 
563;161.339;162.859;163.705;0.344 
564;161.336;162.635;163.445;0.561 
565;161.268;162.871;163.554;0.343 
566;161.702;162.848;163.499;0.332 
567;161.511;162.924;163.393;0.323 
568;161.493;162.930;163.536;0.346 
569;161.319;162.739;163.407;0.445 
570;161.327;162.795;163.550;0.452 
571;161.320;162.676;163.612;0.519 
572;161.340;162.795;163.503;0.409 
573;161.397;162.809;163.571;0.382 
574;161.407;162.844;163.667;0.366 
575;161.459;162.875;165.975;0.469 
576;161.400;162.822;163.611;0.387 
577;161.279;162.961;178.794;1.363 
578;161.345;162.838;163.562;0.378 
579;161.408;162.834;165.190;0.443 
580;161.309;162.785;163.385;0.374 
581;161.306;162.739;163.687;0.496 
582;161.396;162.785;163.581;0.423 
583;161.495;162.807;163.470;0.411 
584;161.428;162.858;163.527;0.441 
585;161.416;162.852;163.933;0.371 
586;161.567;162.814;163.638;0.366 
587;161.437;162.827;169.736;0.703 
588;161.463;162.847;163.277;0.279 
589;161.544;162.933;163.581;0.277 
590;161.317;162.848;169.262;0.651 
591;161.543;162.840;163.354;0.346 
592;161.558;162.862;163.681;0.345 
593;161.478;162.871;163.493;0.345 
594;161.357;162.844;163.542;0.389 
595;161.866;162.927;163.493;0.283 
596;161.709;162.932;163.497;0.338 
597;161.365;162.893;163.323;0.324 
598;161.793;162.885;167.036;0.481 
599;161.640;162.827;163.615;0.350 
600;161.700;162.892;163.495;0.327 
601;161.451;162.887;163.508;0.355 
602;162.057;163.136;181.800;1.589 
603;161.584;162.914;163.557;0.276 
604;161.453;163.012;190.078;2.257 
605;161.416;163.035;188.103;2.209 
606;161.434;163.023;169.863;0.616 
607;161.466;162.949;163.362;0.287 
608;161.521;162.991;165.583;0.328 
609;162.025;162.986;163.581;0.223 
610;161.616;162.931;163.362;0.288 
611;161.473;162.906;163.530;0.338 
612;161.523;162.921;167.409;0.553 
613;161.493;162.993;169.960;0.767 
614;161.717;162.945;163.650;0.300 
615;161.853;163.002;176.413;1.129 
616;161.810;162.931;163.782;0.316 
617;161.427;162.971;163.505;0.307 
618;161.725;162.898;163.335;0.319 
619;161.575;163.097;189.373;2.172 
620;161.688;162.929;163.548;0.290 
621;161.771;162.888;163.518;0.313 
622;161.523;162.894;163.513;0.340 
623;161.471;162.855;163.511;0.414 
624;161.413;162.893;163.377;0.298 
625;161.524;163.294;198.899;3.137 
626;162.316;162.993;163.815;0.232 
627;161.402;162.968;163.447;0.287 
628;161.646;163.011;166.757;0.455 
629;161.372;162.939;164.156;0.333 
630;161.410;162.938;166.098;0.412 
631;161.864;162.977;163.488;0.253 
632;161.595;163.034;163.616;0.228 
633;161.551;162.967;165.102;0.320 
634;161.587;163.005;163.904;0.299 
635;161.860;163.011;170.428;0.671 
636;161.656;163.002;163.837;0.299 
637;161.804;163.000;163.723;0.223 
638;161.387;163.026;163.466;0.250 
639;161.676;162.988;163.390;0.235 
640;161.587;163.042;169.201;0.581 
641;161.505;162.902;163.546;0.327 
642;161.596;162.943;163.552;0.271 
643;161.464;162.954;163.805;0.318 
644;162.127;162.962;163.376;0.194 
645;161.377;162.967;163.565;0.274 
646;161.339;162.854;163.647;0.402 
647;161.451;162.945;165.616;0.408 
648;161.885;162.999;163.600;0.252 
649;161.729;162.969;163.587;0.290 
650;161.536;163.142;163.768;0.372 
651;162.419;163.042;164.029;0.240 
652;161.864;163.027;163.472;0.232 
653;161.604;162.923;163.504;0.320 
654;161.771;163.035;163.668;0.273 
655;161.485;162.946;163.397;0.279 
656;161.380;162.965;163.586;0.265 
657;161.300;162.819;163.456;0.515 
658;161.594;163.012;163.646;0.270 
659;161.471;162.896;163.929;0.320 
660;161.642;162.906;163.546;0.293 
661;161.857;162.924;163.507;0.251 
662;161.352;162.867;163.382;0.382 
663;161.354;162.942;163.702;0.333 
664;161.333;162.860;166.684;0.537 
665;161.310;162.736;163.337;0.415 
666;161.391;162.806;163.741;0.394 
667;161.664;162.914;163.541;0.315 
668;161.794;162.899;163.807;0.282 
669;161.515;163.011;165.086;0.358 
670;161.480;163.027;163.838;0.304 
671;161.335;162.804;163.500;0.494 
672;161.415;162.861;163.724;0.430 
673;161.293;162.750;163.530;0.513 
674;161.315;162.843;163.611;0.451 
675;161.417;162.755;163.549;0.484 
676;162.040;163.035;163.714;0.290 
677;161.485;162.961;163.988;0.337 
678;161.476;162.853;165.829;0.473 
679;161.512;163.236;195.846;2.688 
680;161.364;162.825;163.871;0.533 
681;161.522;163.034;171.742;0.791 
682;161.328;162.910;163.615;0.375 
683;161.308;162.821;163.908;0.474 
684;161.398;162.999;163.711;0.460 
685;161.369;162.866;166.379;0.511 
686;161.430;162.844;163.511;0.423 
687;161.356;162.870;163.572;0.415 
688;161.997;163.027;164.870;0.302 
689;161.471;162.916;163.601;0.385 
690;161.402;163.039;163.652;0.355 
691;161.381;162.789;163.535;0.474 
692;161.290;162.622;163.530;0.660 
693;161.306;162.500;163.730;0.657 
694;161.311;162.725;168.321;0.742 
695;161.456;162.858;163.847;0.401 
696;161.286;162.728;163.729;0.580 
697;161.386;162.846;182.886;1.766 
698;161.345;162.886;164.353;0.453 
699;161.353;162.838;165.325;0.597 
700;161.298;162.839;163.713;0.577 
701;161.465;163.001;163.402;0.294 
702;161.971;163.051;163.563;0.215 
703;161.833;163.018;163.610;0.282 
704;161.742;163.050;171.829;0.779 
705;161.821;162.984;163.608;0.265 
706;161.550;162.964;163.654;0.298 
707;161.713;162.981;163.519;0.229 
708;161.742;163.023;163.500;0.217 
709;161.860;162.983;163.429;0.228 
710;161.770;162.960;163.760;0.308 
711;161.494;162.981;163.658;0.329 
712;161.455;162.985;163.399;0.261 
713;161.704;162.991;163.690;0.296 
714;161.551;163.212;192.995;2.459 
715;162.052;163.076;168.911;0.531 
716;161.550;163.064;168.984;0.533 
717;161.393;162.998;163.700;0.275 
718;161.799;163.123;175.631;1.054 
719;161.669;163.024;163.510;0.269 
720;161.887;163.001;163.444;0.221 
721;161.966;163.045;163.825;0.265 
722;161.465;162.960;163.476;0.303 
723;161.521;162.976;163.620;0.297 
724;161.985;162.998;163.542;0.253 
725;161.507;162.921;163.487;0.340 
726;161.690;163.197;189.000;2.187 
727;161.416;162.899;163.654;0.402 
728;161.473;163.041;163.615;0.258 
729;161.857;163.012;163.705;0.248 
730;162.429;163.230;186.684;1.932 
731;161.883;163.086;163.608;0.240 
732;161.593;163.056;163.701;0.280 
733;161.546;162.934;163.853;0.327 
734;162.046;162.982;163.734;0.241 
735;162.340;163.184;163.706;0.212 
736;161.552;162.925;163.706;0.335 
737;161.379;162.949;163.526;0.426 
738;161.430;163.099;163.764;0.238 
739;162.307;163.169;164.324;0.248 
740;162.671;163.162;170.470;0.625 
741;161.605;162.864;163.743;0.371 
742;161.513;162.838;163.506;0.390 
743;161.602;162.918;163.581;0.385 
744;161.862;163.016;163.641;0.273 
745;161.938;163.151;171.388;0.907 
746;161.944;163.025;163.679;0.297 
747;161.718;162.929;163.917;0.325 
748;162.149;163.046;163.621;0.223 
749;162.192;163.159;164.000;0.239 
750;161.709;162.985;163.550;0.285 
751;161.613;162.998;167.682;0.492 
